@timestamp,destinationBic,latitude,sourceBic,countryCode,bifastId,chargeBearer,chargeType,destinationAccountType,sourceCountryCode,ipAddress,komiId,amount,sourceAccount,channel,destinationAccount,transactionType,fee,transactionId,event,deviceId,@version,destinationCountryCode,sourceAccountType,currency,longitude,transactionDirection,deviceID,ipAdress,sourceAccountNumber,destinationAccountNumber,requestId,outlier_score,rule_hit,band
2026-04-08T06:38:09.775088584Z,MEGAIDJA,-6.1717714,BMRIIDJA,ID,20251204BDKIIDJ10100204064957,DEBT,D,SVGS,,10.10.20.15,f4151c6f-0870-4f62-b93a-942dd8fd773b,120000000.0,3000193525366.0,KOMIMOBILE,419109017.0,CT,0.0,251111041400,"{'original': '{""chargeBearer"":""DEBT"",""bifastId"":""20251204BDKIIDJ10100204064957"",""sourceBic"":""BMRIIDJA"",""amount"":1.2E8,""sourceAccount"":""3000193525366"",""destinationBic"":""MEGAIDJA"",""fee"":0.0,""latitude"":""-6.171771400000"",""channel"":""KOMIMOBILE"",""destinationCountryCode"":"""",""chargeType"":""D"",""ipAddress"":""10.10.20.15"",""sourceAccountType"":""SVGS"",""transactionDirection"":""ORIGIN"",""deviceId"":""SAMSUNG"",""transactionId"":""251111041400"",""transactionType"":""CT"",""destinationAccountType"":""SVGS"",""sourceCountryCode"":"""",""countryCode"":""ID"",""currency"":""IDR"",""destinationAccount"":""419109017"",""komiId"":""f4151c6f-0870-4f62-b93a-942dd8fd773b"",""longitude"":""106.791342700000""}'}",SAMSUNG,1,,SVGS,IDR,106.7913427,ORIGIN,,,,,,0.3707808503652686,1,LOW
2026-04-08T06:37:46.326051236Z,MEGAIDJA,-6.1717714,BMRIIDJA,ID,20251204BDKIIDJ10100204064957,DEBT,D,SVGS,,10.10.20.15,deab46a7-4bfa-4c6c-b64e-fec6b2f6f5a1,26000.0,3000193525366.0,KOMIMOBILE,419109017.0,CT,0.0,251111041400,"{'original': '{""chargeBearer"":""DEBT"",""bifastId"":""20251204BDKIIDJ10100204064957"",""sourceBic"":""BMRIIDJA"",""amount"":26000.0,""sourceAccount"":""3000193525366"",""destinationBic"":""MEGAIDJA"",""fee"":0.0,""latitude"":""-6.171771400000"",""channel"":""KOMIMOBILE"",""destinationCountryCode"":"""",""chargeType"":""D"",""ipAddress"":""10.10.20.15"",""sourceAccountType"":""SVGS"",""transactionDirection"":""ORIGIN"",""deviceId"":""SAMSUNG"",""transactionId"":""251111041400"",""transactionType"":""CT"",""destinationAccountType"":""SVGS"",""sourceCountryCode"":"""",""countryCode"":""ID"",""currency"":""IDR"",""destinationAccount"":""419109017"",""komiId"":""deab46a7-4bfa-4c6c-b64e-fec6b2f6f5a1"",""longitude"":""106.791342700000""}'}",SAMSUNG,1,,SVGS,IDR,106.7913427,ORIGIN,,,,,,0.32536768909779584,1,LOW
2026-04-08T02:40:31.848901108Z,MEGAIDJA,,BMRIIDJA,ID,20251204BDKIIDJ10100204064957,DEBT,D,SVGS,,,14fa4b5c-c6f5-4d69-9cba-68db4fe1f708,10000.0,1599747454.0,KOMIMOBILE,419109017.0,CT,0.0,251111041400,"{'original': '{""chargeBearer"":""DEBT"",""bifastId"":""20251204BDKIIDJ10100204064957"",""sourceBic"":""BMRIIDJA"",""amount"":10000.0,""sourceAccount"":""1599747454"",""destinationBic"":""MEGAIDJA"",""fee"":0.0,""latitude"":"""",""channel"":""KOMIMOBILE"",""destinationCountryCode"":"""",""chargeType"":""D"",""ipAddress"":"""",""sourceAccountType"":""SVGS"",""transactionDirection"":""ORIGIN"",""deviceId"":""IPHONE"",""transactionId"":""251111041400"",""transactionType"":""CT"",""destinationAccountType"":""SVGS"",""sourceCountryCode"":"""",""countryCode"":""ID"",""currency"":""IDR"",""destinationAccount"":""419109017"",""komiId"":""14fa4b5c-c6f5-4d69-9cba-68db4fe1f708"",""longitude"":""""}'}",IPHONE,1,,SVGS,IDR,,ORIGIN,,,,,,0.2051656444324621,1,LOW
2026-04-08T02:40:32.968444081Z,MEGAIDJA,,BMRIIDJA,ID,20251204BDKIIDJ10100204064957,DEBT,D,SVGS,,,c938893d-7ff0-4ecd-b2e5-a6cbd277dca4,10000.0,1599747454.0,KOMIMOBILE,419109017.0,CT,0.0,251111041400,"{'original': '{""chargeBearer"":""DEBT"",""bifastId"":""20251204BDKIIDJ10100204064957"",""sourceBic"":""BMRIIDJA"",""amount"":10000.0,""sourceAccount"":""1599747454"",""destinationBic"":""MEGAIDJA"",""fee"":0.0,""latitude"":"""",""channel"":""KOMIMOBILE"",""destinationCountryCode"":"""",""chargeType"":""D"",""ipAddress"":"""",""sourceAccountType"":""SVGS"",""transactionDirection"":""ORIGIN"",""deviceId"":""IPHONE"",""transactionId"":""251111041400"",""transactionType"":""CT"",""destinationAccountType"":""SVGS"",""sourceCountryCode"":"""",""countryCode"":""ID"",""currency"":""IDR"",""destinationAccount"":""419109017"",""komiId"":""c938893d-7ff0-4ecd-b2e5-a6cbd277dca4"",""longitude"":""""}'}",IPHONE,1,,SVGS,IDR,,ORIGIN,,,,,,0.21207155930154656,1,LOW
2026-04-08T02:40:55.236950489Z,MEGAIDJA,,BMRIIDJA,ID,20251204BDKIIDJ10100204064957,DEBT,D,SVGS,,,7cff2f98-8aaf-47bf-a6b5-9460b62141e6,10000.0,1599747454.0,KOMIMOBILE,419109017.0,CT,0.0,251111041400,"{'original': '{""chargeBearer"":""DEBT"",""bifastId"":""20251204BDKIIDJ10100204064957"",""sourceBic"":""BMRIIDJA"",""amount"":10000.0,""sourceAccount"":""1599747454"",""destinationBic"":""MEGAIDJA"",""fee"":0.0,""latitude"":"""",""channel"":""KOMIMOBILE"",""destinationCountryCode"":"""",""chargeType"":""D"",""ipAddress"":"""",""sourceAccountType"":""SVGS"",""transactionDirection"":""ORIGIN"",""deviceId"":""IPHONE"",""transactionId"":""251111041400"",""transactionType"":""CT"",""destinationAccountType"":""SVGS"",""sourceCountryCode"":"""",""countryCode"":""ID"",""currency"":""IDR"",""destinationAccount"":""419109017"",""komiId"":""7cff2f98-8aaf-47bf-a6b5-9460b62141e6"",""longitude"":""""}'}",IPHONE,1,,SVGS,IDR,,ORIGIN,,,,,,0.21614485901553498,1,LOW
2026-04-08T02:44:59.094485006Z,MEGAIDJA,,BMRIIDJA,ID,20251204BDKIIDJ10100204064957,DEBT,D,SVGS,,,9c01b045-3eea-4bb5-8ffb-835ce964e3d4,10000.0,1599747454.0,KOMIMOBILE,419109017.0,CT,0.0,251111041400,"{'original': '{""chargeBearer"":""DEBT"",""bifastId"":""20251204BDKIIDJ10100204064957"",""sourceBic"":""BMRIIDJA"",""amount"":10000.0,""sourceAccount"":""1599747454"",""destinationBic"":""MEGAIDJA"",""fee"":0.0,""latitude"":"""",""channel"":""KOMIMOBILE"",""destinationCountryCode"":"""",""chargeType"":""D"",""ipAddress"":"""",""sourceAccountType"":""SVGS"",""transactionDirection"":""ORIGIN"",""deviceId"":""IPHONE"",""transactionId"":""251111041400"",""transactionType"":""CT"",""destinationAccountType"":""SVGS"",""sourceCountryCode"":"""",""countryCode"":""ID"",""currency"":""IDR"",""destinationAccount"":""419109017"",""komiId"":""9c01b045-3eea-4bb5-8ffb-835ce964e3d4"",""longitude"":""""}'}",IPHONE,1,,SVGS,IDR,,ORIGIN,,,,,,0.22111949520746454,1,LOW
2026-04-08T02:47:52.660867355Z,MEGAIDJA,,BMRIIDJA,ID,20251204BDKIIDJ10100204064957,DEBT,D,SVGS,,,1f7fa046-e418-4d30-b595-2332a093c63d,10000.0,1599747454.0,KOMIMOBILE,419109017.0,CT,0.0,251111041400,"{'original': '{""chargeBearer"":""DEBT"",""bifastId"":""20251204BDKIIDJ10100204064957"",""sourceBic"":""BMRIIDJA"",""amount"":10000.0,""sourceAccount"":""1599747454"",""destinationBic"":""MEGAIDJA"",""fee"":0.0,""latitude"":"""",""channel"":""KOMIMOBILE"",""destinationCountryCode"":"""",""chargeType"":""D"",""ipAddress"":"""",""sourceAccountType"":""SVGS"",""transactionDirection"":""ORIGIN"",""deviceId"":""IPHONE"",""transactionId"":""251111041400"",""transactionType"":""CT"",""destinationAccountType"":""SVGS"",""sourceCountryCode"":"""",""countryCode"":""ID"",""currency"":""IDR"",""destinationAccount"":""419109017"",""komiId"":""1f7fa046-e418-4d30-b595-2332a093c63d"",""longitude"":""""}'}",IPHONE,1,,SVGS,IDR,,ORIGIN,,,,,,0.2148781546813333,1,LOW
2026-04-08T03:06:41.949017733Z,MEGAIDJA,-6.1717714,BMRIIDJA,ID,20251204BDKIIDJ10100204064957,DEBT,D,SVGS,,10.10.20.15,8291303a-32f3-4e83-bcd0-5774f132f812,26000.0,3000193525367.0,KOMIMOBILE,419109017.0,CT,0.0,251111041400,"{'original': '{""chargeBearer"":""DEBT"",""bifastId"":""20251204BDKIIDJ10100204064957"",""sourceBic"":""BMRIIDJA"",""amount"":26000.0,""sourceAccount"":""3000193525367"",""destinationBic"":""MEGAIDJA"",""fee"":0.0,""latitude"":""-6.171771400000"",""channel"":""KOMIMOBILE"",""destinationCountryCode"":"""",""chargeType"":""D"",""ipAddress"":""10.10.20.15"",""sourceAccountType"":""SVGS"",""transactionDirection"":""ORIGIN"",""deviceId"":""SAMSUNG"",""transactionId"":""251111041400"",""transactionType"":""CT"",""destinationAccountType"":""SVGS"",""sourceCountryCode"":"""",""countryCode"":""ID"",""currency"":""IDR"",""destinationAccount"":""419109017"",""komiId"":""8291303a-32f3-4e83-bcd0-5774f132f812"",""longitude"":""106.791342700000""}'}",SAMSUNG,1,,SVGS,IDR,106.7913427,ORIGIN,,,,,,0.31108605637933384,1,LOW
2026-04-08T03:07:34.269591773Z,MEGAIDJA,-6.1717714,BMRIIDJA,ID,20251204BDKIIDJ10100204064957,DEBT,D,SVGS,,10.10.20.15,524cd223-606d-4cd6-87a7-33ed2f06c676,26000.0,3000193525367.0,KOMIMOBILE,419109017.0,CT,0.0,251111041400,"{'original': '{""chargeBearer"":""DEBT"",""bifastId"":""20251204BDKIIDJ10100204064957"",""sourceBic"":""BMRIIDJA"",""amount"":26000.0,""sourceAccount"":""3000193525367"",""destinationBic"":""MEGAIDJA"",""fee"":0.0,""latitude"":""-6.171771400000"",""channel"":""KOMIMOBILE"",""destinationCountryCode"":"""",""chargeType"":""D"",""ipAddress"":""10.10.20.15"",""sourceAccountType"":""SVGS"",""transactionDirection"":""ORIGIN"",""deviceId"":""SAMSUNG"",""transactionId"":""251111041400"",""transactionType"":""CT"",""destinationAccountType"":""SVGS"",""sourceCountryCode"":"""",""countryCode"":""ID"",""currency"":""IDR"",""destinationAccount"":""419109017"",""komiId"":""524cd223-606d-4cd6-87a7-33ed2f06c676"",""longitude"":""106.791342700000""}'}",SAMSUNG,1,,SVGS,IDR,106.7913427,ORIGIN,,,,,,0.2694004615597673,1,LOW
2026-04-08T03:13:20.515771927Z,MEGAIDJA,,BMRIIDJA,ID,20251204BDKIIDJ10100204064957,DEBT,D,SVGS,,,9fc850e5-16f8-4bcb-8f50-b7c66a73cccf,10000.0,1599747454.0,KOMIMOBILE,419109017.0,CT,0.0,251111041400,"{'original': '{""chargeBearer"":""DEBT"",""bifastId"":""20251204BDKIIDJ10100204064957"",""sourceBic"":""BMRIIDJA"",""amount"":10000.0,""sourceAccount"":""1599747454"",""destinationBic"":""MEGAIDJA"",""fee"":0.0,""latitude"":"""",""channel"":""KOMIMOBILE"",""destinationCountryCode"":"""",""chargeType"":""D"",""ipAddress"":"""",""sourceAccountType"":""SVGS"",""transactionDirection"":""ORIGIN"",""deviceId"":""IPHONE"",""transactionId"":""251111041400"",""transactionType"":""CT"",""destinationAccountType"":""SVGS"",""sourceCountryCode"":"""",""countryCode"":""ID"",""currency"":""IDR"",""destinationAccount"":""419109017"",""komiId"":""9fc850e5-16f8-4bcb-8f50-b7c66a73cccf"",""longitude"":""""}'}",IPHONE,1,,SVGS,IDR,,ORIGIN,,,,,,0.27432173702938395,1,LOW
